# Citizen Ledger — public employee compensation — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — Government Compensation in California, reporting year 2024, as filed by each employer
# Accounting basis: Positions as reported by each employer to the State Controller for the calendar year, including part-year and part-time positions
# Gate tier: AS FILED — AS FILED — UNRECONCILED. A published control exists and can never be reconciled to: the source is a live database with no as-of-date total, so there is no instant at which the two can be aligned
# Units: dollars; positions are positions, NOT persons
# Measured as: POSITIONS AS REPORTED BY EACH EMPLOYER TO THE STATE CONTROLLER FOR THE CALENDAR YEAR, INCLUDING PART-YEAR AND PART-TIME POSITIONS · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-25
# Exported: 2026-07-29
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A person holding two positions appears in two rows. This is a count of positions reported, never a headcount of people.
# retirement_includes_unfunded_liability is an employer-level reporting flag. Two identically-paid positions at two employers show different totals for a pure reporting reason, and the unfunded component is not separately reported, so it cannot be netted out.
# Do NOT compute an average or median over these rows. There is no hours or FTE field, and a quarter of city rows show pay below half the position's own stated minimum. See docs/V23A_COMPENSATION_BUILD_FINDING.md.
# Vintage: {'earliest': '2025-06-24', 'latest': '2026-07-22', 'staleMonths': 14, 'ageDaysAtBuild': 3}
slug,name,layer,county,positions_reported,total_wages_usd,retirement_and_health_usd,population,elected_positions,retirement_includes_unfunded_liability
district-meadow-valley-fire-protection-district-plumas,Meadow Valley Fire Protection District,district,Plumas,3,0,0,,3,false
district-meadow-vista-county-water-district-placer,Meadow Vista County Water District,district,Placer,12,617898,190603,,5,false
district-meeks-bay-fire-protection-district-el-dorado,Meeks Bay Fire Protection District,district,El Dorado,4,3240,3737,,4,false
district-meiners-oaks-county-water-district-ventura,Meiners Oaks County Water District,district,Ventura,12,685970,205045,,5,false
district-melga-water-district-kings,Melga Water District,district,Kings,6,0,0,,6,false
district-mendocino-city-community-services-district-mendocino,Mendocino City Community Services District,district,Mendocino,9,282639,119352,,5,false
district-mendocino-coast-health-care-district-mendocino,Mendocino Coast Health Care District,district,Mendocino,5,0,0,,5,false
district-mendocino-coast-recreation-and-park-district-mendocino,Mendocino Coast Recreation and Park District,district,Mendocino,65,336766,0,,5,false
district-mendocino-council-of-governments-mendocino,Mendocino Council of Governments,district,Mendocino,7,0,0,,0,false
district-mendocino-county-flood-control-and-water-conservation-improvement-district-mendocino,Mendocino County Flood Control and Water Conservation Improvement District,district,Mendocino,6,164726,14004,,5,false
district-mendocino-county-inland-water-and-power-commission-mendocino,Mendocino County Inland Water and Power Commission,district,Mendocino,5,0,0,,0,false
district-mendocino-county-resource-conservation-district-mendocino,Mendocino County Resource Conservation District,district,Mendocino,19,1278046,58416,,4,false
district-mendocino-county-waterworks-district-no-2-mendocino,Mendocino County Waterworks District No. 2,district,Mendocino,6,30390,0,,5,false
district-mendocino-county-youth-project-mendocino,Mendocino County Youth Project,district,Mendocino,56,1202298,573627,,0,false
district-mendocino-fire-protection-district-mendocino,Mendocino Fire Protection District,district,Mendocino,11,270619,0,,5,false
district-mendocino-solid-waste-management-authority-mendocino,Mendocino Solid Waste Management Authority,district,Mendocino,5,0,0,,5,false
district-mendocino-transit-authority-mendocino,Mendocino Transit Authority,district,Mendocino,70,3380245,1132091,,0,false
district-mendocino-little-river-cemetery-district-mendocino,Mendocino-Little River Cemetery District,district,Mendocino,5,0,0,,0,false
district-menifee-union-school-district-public-financing-authority-riverside,Menifee Union School District Public Financing Authority,district,Riverside,5,0,0,,0,false
district-menlo-park-fire-protection-district-san-mateo,Menlo Park Fire Protection District,district,San Mateo,160,37089834,9355565,,3,false
district-merced-cemetery-district-merced,Merced Cemetery District,district,Merced,22,658509,105728,,0,false
district-merced-community-college-district-school-facilities-financing-authority-merced,Merced Community College District School Facilities Financing Authority,district,Merced,7,0,0,,0,false
district-merced-county-association-of-governments-merced,Merced County Association of Governments,district,Merced,101,5699011,2380535,,0,false
district-merced-county-mosquito-abatement-merced,Merced County Mosquito Abatement,district,Merced,31,1209981,368768,,0,false
district-merced-county-regional-waste-management-authority-merced,Merced County Regional Waste Management Authority,district,Merced,11,0,0,,0,false
district-merced-county-schools-insurance-group-i-merced,Merced County Schools Insurance Group I,district,Merced,7,0,0,,0,false
district-merced-irrigation-district-merced,Merced Irrigation District,district,Merced,244,20143645,5421931,,7,false
district-merced-irrigation-district-financing-authority-merced,Merced Irrigation District Financing Authority,district,Merced,5,0,0,,0,false
district-merced-subbasin-groundwater-sustainability-agency-merced,Merced Subbasin Groundwater Sustainability Agency,district,Merced,6,0,0,,0,false
district-mercy-springs-water-district-fresno,Mercy Springs Water District,district,Fresno,5,0,0,,0,false
district-merge-risk-management-joint-powers-authority-los-angeles,Merge Risk Management Joint Powers Authority,district,Los Angeles,4,0,0,,0,false
district-meridian-fire-protection-district-sutter,Meridian Fire Protection District,district,Sutter,16,219056,44587,,5,false
district-merquin-cemetery-district-merced,Merquin Cemetery District,district,Merced,7,35500,0,,0,false
district-merquin-county-water-district-merced,Merquin County Water District,district,Merced,10,231331,29151,,5,false
district-mesa-community-services-district-inyo,Mesa Community Services District,district,Inyo,5,0,0,,0,false
district-mesa-water-district-orange-orange,Mesa Water District (Orange),district,Orange,68,8166568,1698534,,5,false
district-metro-cities-fire-authority-orange,Metro Cities Fire Authority,district,Orange,14,0,0,,0,false
district-metro-wastewater-jpa-san-diego,Metro Wastewater JPA,district,San Diego,12,0,0,,12,false
district-metropolitan-bakersfield-habitat-conservation-plan-implementation-kern,Metropolitan Bakersfield Habitat Conservation Plan Implementation,district,Kern,3,0,0,,0,false
district-metropolitan-transportation-commission-san-francisco,Metropolitan Transportation Commission,district,San Francisco,495,61671882,15187696,,0,false
district-metropolitan-water-district-of-southern-california-los-angeles,Metropolitan Water District of Southern California,district,Los Angeles,2022,330409071,99033324,,0,false
district-mettler-county-water-district-kern,Mettler County Water District,district,Kern,5,2450,0,,5,false
district-mi-wuk-sugar-pine-fire-protection-district-of-tuolumne-county-tuolumne,Mi-Wuk-Sugar Pine Fire Protection District of Tuolumne County,district,Tuolumne,30,861582,56158,,5,false
district-mid-peninsula-water-district-san-mateo,Mid Peninsula Water District,district,San Mateo,29,2656766,256433,,5,false
district-mid-valley-water-district-fresno,Mid Valley Water District,district,Fresno,5,0,0,,5,false
district-mid-kaweah-groundwater-subbasin-joint-powers-authority-tulare,Mid-Kaweah Groundwater Subbasin Joint Powers Authority,district,Tulare,6,0,0,,0,false
district-mid-kings-river-groundwater-sustainability-agency-kings,Mid-Kings River Groundwater Sustainability Agency,district,Kings,6,0,0,,0,false
district-middle-fork-project-finance-authority-placer,Middle Fork Project Finance Authority,district,Placer,4,0,0,,0,false
district-middle-river-community-service-district-calaveras,Middle River Community Service District,district,Calaveras,4,0,0,,0,false
district-middletown-cemetery-district-lake,Middletown Cemetery District,district,Lake,7,45300,0,,5,false
district-midpeninsula-regional-open-space-district-santa-clara,Midpeninsula Regional Open Space District,district,Santa Clara,260,24897198,5796324,,7,false
district-midpeninsula-regional-open-space-district-financing-authority-santa-clara,Midpeninsula Regional Open Space District Financing Authority,district,Santa Clara,8,0,0,,0,false
district-midway-city-sanitary-district-orange-orange,Midway City Sanitary District (Orange),district,Orange,41,3511758,1163934,,5,false
district-midway-community-services-district-merced,Midway Community Services District,district,Merced,7,38623,0,,5,false
district-midway-heights-county-water-district-placer,Midway Heights County Water District,district,Placer,14,318302,76986,,6,false
district-milford-fire-protection-district-lassen,Milford Fire Protection District,district,Lassen,5,0,0,,0,false
district-millview-county-water-district-mendocino,Millview County Water District,district,Mendocino,4,0,0,,4,false
district-millville-fire-protection-district-shasta,Millville Fire Protection District,district,Shasta,18,19862,0,,5,false
district-millville-masonic-and-odd-fellows-cemetery-district-shasta,Millville Masonic and Odd Fellows Cemetery District,district,Shasta,6,96168,0,,0,false
district-mineral-county-water-district-tehama,Mineral County Water District,district,Tehama,8,78409,0,,5,false
district-minter-field-airport-district-kern,Minter Field Airport District,district,Kern,11,663355,167007,,5,false
district-miraleste-recreation-and-park-district-los-angeles,Miraleste Recreation and Park District,district,Los Angeles,5,0,0,,5,false
district-miranda-community-services-district-humboldt,Miranda Community Services District,district,Humboldt,14,51194,0,,5,false
district-mission-hills-community-services-district-santa-barbara,Mission Hills Community Services District,district,Santa Barbara,17,817233,346725,,6,false
district-mission-resource-conservation-district-san-diego,Mission Resource Conservation District,district,San Diego,13,229124,0,,0,false
district-mission-springs-water-district-riverside,Mission Springs Water District,district,Riverside,64,5814207,2057086,,5,false
district-mission-soledad-fire-protection-district-monterey,Mission-Soledad Fire Protection District,district,Monterey,5,0,0,,0,false
district-modesto-ceres-fire-protection-agency-stanislaus,Modesto Ceres Fire Protection Agency,district,Stanislaus,5,0,0,,0,false
district-modesto-city-schools-joint-powers-authority-stanislaus,Modesto City Schools Joint Powers Authority,district,Stanislaus,3,0,0,,0,false
district-modesto-irrigation-district-stanislaus,Modesto Irrigation District,district,Stanislaus,476,57091762,22809367,,6,false
district-modesto-irrigation-district-financing-authority-stanislaus,Modesto Irrigation District Financing Authority,district,Stanislaus,5,0,0,,0,false
district-modesto-sylvan-schools-infrastructure-financing-agency-stanislaus,Modesto Sylvan Schools Infrastructure Financing Agency,district,Stanislaus,3,0,0,,0,false
district-modoc-county-local-transportation-commission-modoc,Modoc County Local Transportation Commission,district,Modoc,10,221457,43236,,0,false
district-modoc-resource-conservation-district-modoc,Modoc Resource Conservation District,district,Modoc,11,164526,0,,6,false
district-modoc-transportation-agency-modoc,Modoc Transportation Agency,district,Modoc,6,0,0,,0,false
district-mohawk-valley-cemetery-district-plumas,Mohawk Valley Cemetery District,district,Plumas,3,0,0,,0,false
district-mojave-air-and-space-port-kern,Mojave Air and Space Port,district,Kern,60,2687678,910760,,5,false
district-mojave-desert-air-quality-management-district-san-bernardino,Mojave Desert Air Quality Management District,district,San Bernardino,52,3910014,1779421,,0,false
district-mojave-desert-resource-conservation-district-san-bernardino,Mojave Desert Resource Conservation District,district,San Bernardino,16,305304,7100,,0,false
district-mojave-desert-and-mountain-integrated-waste-management-authority-san-bernardino,Mojave Desert and Mountain Integrated Waste Management Authority,district,San Bernardino,7,0,0,,0,false
district-mojave-public-utility-district-kern,Mojave Public Utility District,district,Kern,15,798205,230869,,5,false
district-mojave-water-agency-san-bernardino,Mojave Water Agency,district,San Bernardino,54,6613276,2508247,,7,false
district-mokelumne-hill-cemetery-district-calaveras,Mokelumne Hill Cemetery District,district,Calaveras,3,0,0,,3,false
district-mokelumne-hill-fire-protection-district-calaveras,Mokelumne Hill Fire Protection District,district,Calaveras,21,219808,2153,,5,false
district-mokelumne-hill-sanitary-district-calaveras-calaveras,Mokelumne Hill Sanitary District (Calaveras),district,Calaveras,7,57334,0,,0,false
district-mokelumne-hill-veterans-memorial-district-calaveras,Mokelumne Hill Veterans Memorial District,district,Calaveras,5,0,0,,5,false
district-mokelumne-rural-fire-protection-district-san-joaquin,Mokelumne Rural Fire Protection District,district,San Joaquin,34,973386,106259,,0,false
district-mono-city-fire-protection-district-mono,Mono City Fire Protection District,district,Mono,5,0,0,,5,false
district-mono-county-library-authority-mono,Mono County Library Authority,district,Mono,55,806618,354105,,0,false
district-mono-county-local-transportation-commission-mono,Mono County Local Transportation Commission,district,Mono,6,0,0,,0,false
district-mono-county-tri-valley-groundwater-management-district-mono,Mono County Tri-Valley Groundwater Management District,district,Mono,7,0,0,,0,false
district-montague-fire-protection-district-siskiyou,Montague Fire Protection District,district,Siskiyou,3,0,0,,3,false
district-montague-water-conservation-district-siskiyou,Montague Water Conservation District,district,Siskiyou,9,161721,15838,,5,false
district-montara-sanitary-district-san-mateo-san-mateo,Montara Sanitary District (San Mateo),district,San Mateo,17,1218843,342148,,5,false
district-monte-rio-fire-protection-district-sonoma,Monte Rio Fire Protection District,district,Sonoma,27,854116,0,,5,false
district-monte-rio-recreation-and-park-district-sonoma,Monte Rio Recreation and Park District,district,Sonoma,30,179459,0,,7,false
district-monte-vista-county-water-district-water-facilities-corporation-san-bernardino,Monte Vista County Water District Water Facilities Corporation,district,San Bernardino,5,0,0,,0,false
district-monte-vista-water-district-san-bernardino,Monte Vista Water District,district,San Bernardino,46,4550977,1229819,,5,false
district-montecito-fire-protection-district-santa-barbara,Montecito Fire Protection District,district,Santa Barbara,58,13829551,3805063,,6,false
district-montecito-sanitary-district-santa-barbara-santa-barbara,Montecito Sanitary District (Santa Barbara),district,Santa Barbara,24,2229749,554990,,5,false
district-montecito-water-district-santa-barbara,Montecito Water District,district,Santa Barbara,41,3695567,807032,,5,false
